agent,bathrooms,building_area,building_name,building_type,decor,elevator,floor_position,link,livingrooms,orientation,price_per_m2,property,region,rooms,school,section,structure,total_price,year
链家满堂红,2,153.0,汇峰苑 (距5号线猎德站约258米) 地图,,豪华装修,无,高层,http://esf.gz.fang.com/chushou/3_218472508.htm,2,南,90196.0,个人产权,天河,3, 体育东路小学中校区 ,珠江新城中,,1380.0,2008.0
,1,91.0,洛涛居南区 (距2号线洛溪站约432米) 地图,普通住宅,简装修,有,低层,http://esf.gz.fang.com/chushou/3_220500575.htm,1,南北,30769.0,个人产权,番禺,4, 洛浦中心小学 ,洛溪,,280.0,2001.0
祈安地产,1,80.0,飞鹅西路大院 (距2号线三元里站约1134米) 地图,普通住宅,简装修,有,低层,http://esf.gz.fang.com/chushou/3_214907465.htm,1,南北,21875.0,商品房,白云,3, 广园小学第二实验学校 ,桂花岗,平层,175.0,1989.0
宜家地产,2,115.0,碧桂园翡翠郡 地图,普通住宅,豪华装修,无,中层,http://esf.gz.fang.com/chushou/3_219816245.htm,2,南北,8261.0,商品房,广州周边,4,,肇庆,平层,95.0,2015.0
中原地产,2,95.0,华发荔湾荟 (距5号线滘口站约774米) 地图,普通住宅,中装修,有,高层,http://esf.gz.fang.com/chushou/3_218617183.htm,2,东南,42105.0,个人产权,荔湾,3,,芳村,,400.0,2016.0
誉腾地产,2,88.0,丽江花园丽字楼 (距2号线南浦站约808米) 地图,普通住宅,精装修,无,低层,http://esf.gz.fang.com/chushou/3_220721815.htm,2,南北,25341.0,个人产权,番禺,3, 丽江小学 ,南浦,,223.0,1995.0
华江置业,2,98.0,翡翠绿洲 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_219291790.htm,2,南,16939.0,个人产权,增城,3,,广园东,,166.0,2016.0
远见地产,2,158.0,星河湾荟心园 地图,普通住宅,豪华装修,有,高层,http://esf.gz.fang.com/chushou/3_220520430.htm,2,南北,34810.0,个人产权,番禺,3,,星河湾社区,跃层,550.0,2004.0
智富地产,1,89.0,融创御园 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_218628525.htm,2,南北,18427.0,商品房,增城,3,,朱村,平层,164.0,2017.0
粤地王地产,2,69.0,万科金域中央 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220197982.htm,2,东,17681.0,个人产权,广州周边,3, 南海中心小学 ,佛山,,122.0,2018.0
融德邦地产,1,60.0,琶洲新村 (距8号线万胜围站约351米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220646004.htm,2,南北,18833.0,个人产权,海珠,2,,琶洲,平层,113.0,2014.0
广厦置业,2,120.0,雅居蓝湾 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220686969.htm,2,南北,11667.0,个人产权,荔湾,3, 盐步河东小学 ,盐步,平层,140.0,2007.0
粤大置业,1,50.0,蓝天新苑 (距2号线萧岗站约522米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_219164251.htm,1,南,9000.0,个人产权,白云,2,,黄石,平层,45.0,2012.0
远见地产,2,98.0,广地花园 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220637789.htm,2,南,24490.0,个人产权,番禺,3, 番禺区红郡小学 ,星河湾社区,平层,240.0,1997.0
德诚行地产,1,89.0,海珠侨雅苑 (距8号线鹭江站约507米) 地图,普通住宅,中装修,有,高层,http://esf.gz.fang.com/chushou/3_218825486.htm,2,东南,28090.0,个人产权,海珠,3, 绿翠小学 ,新港西,平层,250.0,2000.0
博联置业,1,28.0,江南翠菊园 (距2号线江南西站约284米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_214613244.htm,1,南北,46429.0,个人产权,海珠,1, 江南新村第一小学 ,江南西,平层,130.0,1996.0
德诚行地产,2,98.0,欧浦花城,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_218929030.htm,2,东南,6020.0,个人产权,佛山,3,,高明,平层,59.0,2016.0
裕丰地产,1,55.0,水荫四横路小区 (距6号线沙河顶站约601米) 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_216305431.htm,2,南北,20909.0,个人产权,越秀,2, 龙岗路小学 ,水荫路,平层,115.0,1997.0
誉辉地产,2,118.0,富力南昆山温泉养生谷 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_216499833.htm,2,南北,7627.0,个人产权,广州周边,3,,其他,,90.0,2017.0
盈峰地产,1,31.0,珠江广场 (距8号线鹭江站约805米) 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_220332761.htm,1,南北,51613.0,个人产权,海珠,1,,滨江东,平层,160.0,2000.0
裕丰地产,1,100.0,梅花村小区 (距1号线杨箕站约373米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220550508.htm,2,南北,63000.0,个人产权,越秀,3, 铁一小学 ,杨箕,平层,630.0,2000.0
誉辉地产,2,117.0,实地·蔷薇国际 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_216499872.htm,2,南北,18803.0,个人产权,增城,4,,荔城大道北,,220.0,2015.0
喜安居地产,1,88.5,花语水岸 (距5号线坦尾站约485米) 地图,,精装修,无,中层,http://esf.gz.fang.com/chushou/3_218110690.htm,2,南北,45198.0,商品房,荔湾,3,,桥中,,400.0,2015.0
连家地产,2,140.0,南湖半岛花园 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_216849038.htm,2,南,30000.0,个人产权,白云,4,,南湖,,420.0,2003.0
远见地产,2,110.0,锦绣香江紫荆园 (距7号线南村万博站约732米) 地图,普通住宅,精装修,无,低层,http://esf.gz.fang.com/chushou/3_219622849.htm,2,北,33636.0,商品房,番禺,3,,华南,平层,370.0,2003.0
,2,124.0,顺欣花园 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_215548592.htm,2,南北,19194.0,个人产权,增城,3,,新塘北,,238.0,2009.0
置家地产,1,66.0,万科金色梦想 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_220676762.htm,2,南,24242.0,个人产权,黄埔,2, 萝峰小学 ,萝岗,平层,160.0,2015.0
远见地产,1,85.0,广州雅居乐花园雅逸庭 (距7号线员岗站约708米) 地图,,豪华装修,有,低层,http://esf.gz.fang.com/chushou/3_220665500.htm,1,东南,34118.0,商品房,番禺,2, 南村中心小学 雅居乐小学 ,广州雅居乐,,290.0,2004.0
粤地王地产,2,89.0,源林花园 (距6号线沙贝站约307米) 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_220088067.htm,2,东,9888.0,商品房,白云,3, 沙凤小学 ,金沙洲北,平层,88.0,1999.0
粤地王地产,2,75.0,陶苑小区 (距6号线天平架站约177米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220678363.htm,2,南北,17067.0,商品房,天河,2, 侨乐小学 ,沙太南,平层,128.0,1995.0
融德邦地产,2,88.6,市政东苑 (距5号线西场站约486米) 地图,普通住宅,豪华装修,有,高层,http://esf.gz.fang.com/chushou/3_220088515.htm,2,东南,7675.0,个人产权,荔湾,3,,南岸路,,68.0,1999.0
誉辉地产,2,106.7,中坚花园 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219728707.htm,2,南,14981.0,个人产权,增城,3, 菩提路小学本校区 ,荔城大道南,平层,159.85,2006.0
粤地王地产,2,100.0,阳光嘉园 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_220547189.htm,2,东南,7500.0,商品房,广州周边,3,,清远,平层,75.0,2013.0
融德邦地产,2,89.0,金泽豪庭 (距13号线白江站约754米) 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_219464330.htm,2,南北,19663.0,个人产权,增城,3, 甘泉小学 ,新塘北,平层,175.0,2008.0
江山地产,1,39.0,祥庆花园 (距6号线一德路站约840米) 地图,普通住宅,中装修,无,中层,http://esf.gz.fang.com/chushou/3_215877555.htm,1,南,26923.0,个人产权,海珠,1,,宝岗,平层,105.0,1998.0
德诚行地产,2,68.0,富力天朗明居 (距4号线车陂站约504米) 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_217843213.htm,2,南,66912.0,个人产权,天河,3, 泰安小学 ,车陂,,455.0,2002.0
粤地王地产,1,86.0,宝翠园 (距6号线植物园站约342米) 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_220351507.htm,1,南北,34884.0,个人产权,天河,3, 龙洞小学 ,龙洞,平层,300.0,2015.0
誉辉地产,2,142.0,中坚豪庭 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_215548644.htm,2,南北,15373.0,个人产权,增城,4, 中新镇中心小学 ,荔城大道南,,218.3,2007.0
共盈地产,1,88.2,清河西路小区 地图,普通住宅,简装修,无,高层,http://esf.gz.fang.com/chushou/3_220690803.htm,1,暂无,15873.0,个人产权,番禺,3,,市桥东,平层,140.0,1993.0
链家满堂红,2,197.0,星汇云锦 (距5号线五羊邨站约397米) 地图,,豪华装修,无,低层,http://esf.gz.fang.com/chushou/3_218458026.htm,2,西北,61929.0,个人产权,天河,3,,珠江新城西,,1220.0,2010.0
粤地王地产,1,25.0,万科云城米酷                                地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220553408.htm,1,南,24000.0,商品房,天河,1,,岑村,平层,60.0,2000.0
远见地产,3,188.0,星河湾荟心园 地图,,精装修,无,中层,http://esf.gz.fang.com/chushou/3_220636431.htm,2,南北,38298.0,商品房,番禺,4,,星河湾社区,,720.0,2004.0
粤地王地产,2,114.0,保利中央公馆 地图,普通住宅,豪华装修,无,低层,http://esf.gz.fang.com/chushou/3_219324848.htm,2,南,16754.0,商品房,广州周边,3,,佛山,,191.0,2014.0
群鑫地产,2,89.0,金沙半岛 地图,普通住宅,精装修,无,低层,http://esf.gz.fang.com/chushou/3_219262041.htm,1,西南,19775.0,个人产权,广州周边,3,,佛山,,176.0,2016.0
裕丰地产,1,61.0,天健上城 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_219992904.htm,1,西北,41967.0,个人产权,天河,2, 泰安小学 ,车陂,,256.0,2014.0
源庆地产,2,140.0,碧桂园凤凰城凤晴苑 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_204904483.htm,2,南,20714.0,个人产权,增城,4,,凤凰城,平层,290.0,2013.0
龙翔地产,1,57.0,保利公园九里 地图,,简装修,无,中层,http://esf.gz.fang.com/chushou/3_218241694.htm,2,南,35088.0,个人产权,荔湾,1,,芳村,,200.0,2014.0
家裕畅地产,2,195.0,鑫润花园(番禺) 地图,普通住宅,毛坯,无,低层,http://esf.gz.fang.com/chushou/3_218402938.htm,2,北,23077.0,个人产权,番禺,4,,石碁,平层,450.0,2002.0
正丰言地产,1,36.0,金名都 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220509353.htm,1,南,23889.0,个人产权,白云,1,,金沙洲北,,86.0,2015.0
连家地产,2,143.0,山水庭苑 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219222453.htm,2,南北,36364.0,商品房,白云,3,,南湖,平层,520.0,2010.0
融德邦地产,1,82.36,海珠区政府大院 (距6号线文化公园站约717米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220100708.htm,1,南北,10971.0,个人产权,海珠,3, 同福中路第一小学 ,宝岗,平层,90.36,1997.0
易搜置业,1,83.0,梅苑小区 (距3号线支线梅花园站约213米) 地图,普通住宅,中装修,有,高层,http://esf.gz.fang.com/chushou/3_193080467.htm,2,东北,36145.0,个人产权,白云,3, 京溪小学 ,梅花园,平层,300.0,1998.0
裕丰地产,1,35.65,富力金港城 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_219723504.htm,1,南,8415.0,个人产权,花都,1, 花东镇中心小学 富力实验小学 ,花东,复式,30.0,2015.0
群鑫地产,1,95.3,东鹏花园三期 (距1号线坑口站约547米) 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_218091423.htm,2,南,15740.0,个人产权,荔湾,3, 康有为纪念小学 ,芳村,,150.0,1999.0
房天下,1,78.0,下田巷小区 (距2号线江南西站约398米) 地图,普通住宅,豪华装修,无,低层,http://esf.gz.fang.com/chushou/3_220011107.htm,1,东南,39487.0,个人产权,海珠,3,,江南西,,308.0,
德诚行地产,1,32.0,加拿大花园 地图,普通住宅,豪华装修,有,低层,http://esf.gz.fang.com/chushou/3_220619822.htm,1,南,36875.0,个人产权,天河,1, 棠下小学 ,天河公园,平层,118.0,1998.0
翎居地产,2,120.0,碧桂园凤凰城天麓山 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220554540.htm,2,南北,23333.0,商品房,增城,3,,凤凰城,平层,280.0,2011.0
宗正地产,1,74.0,祈福新村倚湖湾 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_214375107.htm,2,南,27703.0,个人产权,番禺,2,,祈福新区,,205.0,2007.0
裕丰地产,1,30.0,中交港湾国际 (距5号线大沙地站约856米) 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_220656634.htm,1,南,9333.0,个人产权,黄埔,1,,大沙地,平层,28.0,2015.0
华江置业,1,98.0,叠翠轩 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_215052637.htm,2,南北,6939.0,个人产权,从化,3,,太平,平层,68.0,2017.0
裕丰地产,1,83.0,华工北区宿舍 (距3号线天河客运站约647米) 地图,普通住宅,简装修,有,低层,http://esf.gz.fang.com/chushou/3_219520753.htm,2,南北,60241.0,个人产权,天河,3, 五山小学 ,五山,,500.0,2002.0
宗正地产,2,93.0,金山谷领仕 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219334161.htm,2,南,33333.0,个人产权,番禺,3, 富豪山庄小学 ,金山谷,,310.0,2012.0
康城,1,78.0,纵横缤城 地图,普通住宅,简装修,有,低层,http://esf.gz.fang.com/chushou/3_219550550.htm,2,北,28205.0,个人产权,白云,2,,新市,平层,220.0,2006.0
中祈地产,1,78.0,祈福名都 地图,普通住宅,豪华装修,无,中层,http://esf.gz.fang.com/chushou/3_219036052.htm,2,南,32051.0,个人产权,番禺,2,,祈福,平层,250.0,2014.0
置家地产,1,97.0,凤凰城凤妍苑 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_214555279.htm,2,南北,21134.0,个人产权,增城,3,,凤凰城,平层,205.0,2010.0
融德邦地产,1,30.0,滨海御庭 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220461222.htm,1,南北,17733.0,个人产权,广州周边,1,,佛山,,53.2,2008.0
凯城地产,2,144.0,万科四季花城 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220588822.htm,2,南北,27778.0,商品房,白云,5,,金沙洲南,平层,400.0,2004.0
满业地产,1,75.0,锦丽居 (距2号线东晓南站约381米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_218786182.htm,2,暂无,45333.0,个人产权,海珠,2,,东晓南,平层,340.0,2000.0
华江置业,1,66.0,一德花园 (距2号线海珠广场站约449米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219291355.htm,1,南,32727.0,个人产权,越秀,2,,海珠广场,,216.0,1997.0
,1,78.0,顺德碧桂园东苑 地图,普通住宅,豪华装修,无,中层,http://esf.gz.fang.com/chushou/3_217540658.htm,2,南,15128.0,个人产权,番禺,2, 屏山小学 ,顺德碧桂园社区,平层,118.0,1999.0
粤地王地产,2,83.0,合景誉山国际 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_220373108.htm,2,南,15060.0,个人产权,增城,3,,永和,,125.0,2012.0
源庆地产,2,135.0,碧桂园凤凰城凤锦苑 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219881781.htm,2,南,22222.0,个人产权,增城,3,,凤凰城,平层,300.0,2011.0
扬帆地产,1,86.0,海棠花园 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_220506874.htm,2,南北,14884.0,商品房,天河,3,,棠下,平层,128.0,2000.0
裕丰地产,1,62.0,文明路小区 (距1号线农讲所站约496米) 地图,普通住宅,精装修,无,高层,http://esf.gz.fang.com/chushou/3_219297679.htm,1,暂无,37097.0,个人产权,越秀,3, 清水濠小学 文德路小学 ,北京路,,230.0,1995.0
正丰言地产,1,99.0,蜜糖苑 地图,,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220646564.htm,2,南北,9697.0,个人产权,从化,3,,街口中心区,,96.0,2012.0
宜家地产,2,128.0,云溪四季 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_219709413.htm,2,东南,14844.0,个人产权,增城,4,,朱村,平层,190.0,2015.0
满业地产,1,50.0,爱都铭轩 (距2号线南洲站约299米) 地图,普通住宅,豪华装修,无,中层,http://esf.gz.fang.com/chushou/3_215583404.htm,1,西南,42000.0,个人产权,海珠,2,,东晓南,,210.0,2005.0
中原地产,2,50.0,敏捷伊顿公馆                                地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220229791.htm,2,南,17600.0,商品房,番禺,1,,市桥南,复式,88.0,2015.0
融德邦地产,1,23.0,铂顿国际公寓 (距广佛线祖庙站约343米) 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_218890523.htm,1,西南,21739.0,个人产权,广州周边,1,,佛山,平层,50.0,2017.0
,1,45.0,淘金路小区 (距5号线淘金站约427米) 地图,,简装修,无,高层,http://esf.gz.fang.com/chushou/3_220688715.htm,1,东北,51111.0,个人产权,越秀,2,,淘金,,230.0,1990.0
裕丰地产,1,32.0,富力新天地花园 (距1号线杨箕站约735米) 地图,普通住宅,豪华装修,有,低层,http://esf.gz.fang.com/chushou/3_213444680.htm,1,南,45312.0,个人产权,越秀,1,,五羊新城,平层,145.0,2018.0
满业地产,1,56.0,南洲名苑 (距2号线南洲站约413米) 地图,普通住宅,中装修,无,中层,http://esf.gz.fang.com/chushou/3_216018103.htm,2,南,37500.0,个人产权,海珠,2,,南洲,平层,210.0,1994.0
远见地产,2,100.0,星河湾海怡半岛 地图,普通住宅,豪华装修,有,高层,http://esf.gz.fang.com/chushou/3_220601415.htm,2,北,43500.0,商品房,番禺,3,,星河湾社区,平层,435.0,2013.0
远见地产,6,385.0,雅居乐剑桥郡御郡 (距7号线板桥站约871米) 地图,普通住宅,简装修,有,低层,http://esf.gz.fang.com/chushou/3_220639173.htm,3,南北,46753.0,个人产权,番禺,6,,广州雅居乐,,1800.0,2014.0
长通地产,1,22.0,合景誉山国际 地图,普通住宅,中装修,无,中层,http://esf.gz.fang.com/chushou/3_218768769.htm,1,暂无,15000.0,个人产权,增城,1,,永和,平层,33.0,2012.0
置家地产,2,94.0,奥园香雪公馆 (距6号线香雪站约746米) 地图,普通住宅,毛坯,有,高层,http://esf.gz.fang.com/chushou/3_214791936.htm,2,南北,26596.0,个人产权,黄埔,3,,萝岗,平层,250.0,2016.0
誉辉地产,2,97.0,西福蓝湾 地图,普通住宅,豪华装修,无,中层,http://esf.gz.fang.com/chushou/3_216499878.htm,2,南,17526.0,个人产权,增城,3,,朱村,,170.0,2017.0
置家地产,1,77.0,万科新里程 (距6号线金峰站约926米) 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_216105628.htm,2,东北,28571.0,商品房,黄埔,2,,萝岗,平层,220.0,2008.0
