agent,bathrooms,building_area,building_name,building_type,decor,elevator,floor_position,link,livingrooms,orientation,price_per_m2,property,region,rooms,school,section,structure,total_price,year
远见地产,3,198.0,锦绣香江 (距7号线南村万博站约1134米) 地图,,精装修,无,高层,http://esf.gz.fang.com/chushou/3_220688642.htm,2,南,48485.0,商品房,番禺,4,,华南,,960.0,2012.0
粤地王地产,1,76.0,丽江花园九如通津 (距2号线南浦站约280米) 地图,普通住宅,精装修,无,高层,http://esf.gz.fang.com/chushou/3_219324852.htm,2,东北,27237.0,商品房,番禺,2, 丽江小学 ,南浦,,207.0,2003.0
誉辉地产,2,128.0,锦绣御景国际 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_216499855.htm,2,南北,19531.0,个人产权,增城,3, 增城实验小学 ,荔城大道南,,250.0,2014.0
嘉铭地产,1,45.0,中山三路小区 (距1号线烈士陵园站约388米) 地图,普通住宅,中装修,无,中层,http://esf.gz.fang.com/chushou/3_215870920.htm,1,南北,35556.0,个人产权,越秀,1, 中山三路小学 ,东川路,平层,160.0,1993.0
亿家网,1,60.0,南海丽日广场 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219505557.htm,2,南,10867.0,商品房,广州周边,3,,佛山,平层,65.2,2017.0
鑫凯地产,2,136.0,美林湖国际社区 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220326477.htm,2,暂无,10147.0,个人产权,花都,3,,美林湖,平层,138.0,2007.0
誉辉地产,2,94.77,金时花园 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_216499859.htm,2,南北,20049.0,个人产权,增城,3,,增江,,190.0,
中原地产,2,110.0,中海康城 (距4号线黄村站约514米) 地图,普通住宅,简装修,有,中层,http://esf.gz.fang.com/chushou/3_219423167.htm,2,南北,40455.0,个人产权,天河,3, 中海康城小学 ,东圃,,445.0,2004.0
粤地王地产,1,113.0,保利城二期 (距9号线飞鹅岭约1148米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220568154.htm,2,南,11947.0,商品房,花都,3, 保利小学 ,铁路西,,135.0,2011.0
中原地产,1,120.0,南沙丰田花园 (距4号线金洲站约290米) 地图,普通住宅,简装修,有,低层,http://esf.gz.fang.com/chushou/3_220678195.htm,2,南北,8750.0,个人产权,南沙,3,,金洲,,105.0,2010.0
广厦置业,2,120.0,融创御园 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219709053.htm,2,东南,16667.0,个人产权,增城,4,,朱村,平层,200.0,2015.0
喜福来地产,2,110.0,三荣大厦 (距5号线淘金站约563米) 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_205243365.htm,2,东南,46818.0,个人产权,越秀,3,,淘金,,515.0,2003.0
,1,66.0,雅居乐小院流溪 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220561622.htm,2,南,12121.0,个人产权,从化,2, 沙贝小学 ,街口中心区,平层,80.0,2015.0
誉辉地产,3,97.0,保利东江首府别墅 地图,,精装修,,低层,http://esf.gz.fang.com/chushou/10_220222395.htm,3,南,21546.0,,增城,4, 新塘镇第二小学 ,新塘南,,209.0,2012.0
远见地产,2,273.0,星河湾6号 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_220176295.htm,2,南北,36630.0,个人产权,番禺,4,,星河湾社区,,1000.0,2010.0
东诚地产,1,98.0,科城山庄 (距6号线萝岗站约1109米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219929450.htm,2,南,32143.0,商品房,黄埔,3, 广州市萝岗区香雪小学 ,开创大道,平层,315.0,2015.0
德乐地产,1,51.0,医国街社区 (距2号线纪念堂站约561米) 地图,普通住宅,豪华装修,无,低层,http://esf.gz.fang.com/chushou/3_219101005.htm,1,西北,44118.0,个人产权,越秀,2,,盘福路,平层,225.0,1993.0
链家满堂红,1,45.0,明源楼 (距2号线昌岗站约463米) 地图,,简装修,无,中层,http://esf.gz.fang.com/chushou/3_220686022.htm,1,南,33333.0,个人产权,海珠,2, 海富小学 ,昌岗路,,150.0,2001.0
群鑫地产,2,89.0,金沙半岛 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_218487956.htm,2,东南,16629.0,个人产权,广州周边,3,,佛山,平层,148.0,2016.0
嘉铭地产,2,112.0,竹丝岗大马路小区 (距6号线东山口站约478米) 地图,普通住宅,中装修,无,高层,http://esf.gz.fang.com/chushou/3_216916950.htm,2,南北,40893.0,商品房,越秀,3,,环市东,平层,458.0,1992.0
正丰言地产,2,102.0,颐和盛世 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219629229.htm,2,东南,7353.0,个人产权,花都,3,,炭步,平层,75.0,2015.0
江山地产,2,96.0,荷景花园 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219324194.htm,2,东南,11979.0,个人产权,番禺,3, 沙湾中心小学 ,沙湾,平层,115.0,1995.0
智富地产,1,82.0,增城时代倾城 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_220346215.htm,2,南,16463.0,商品房,增城,2,,增江,平层,135.0,2013.0
裕丰地产,2,90.0,汇信华府 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_219037247.htm,2,南,8667.0,个人产权,广州周边,3,,佛山,平层,78.0,2017.0
裕丰地产,2,120.0,兰亭荟 (距5号线潭村站约838米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_218897603.htm,2,暂无,73333.0,个人产权,天河,3, 天河区第一实验小学 ,员村,平层,880.0,2013.0
蜗居地产,2,110.0,当代上品湾,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219524245.htm,2,南,15455.0,个人产权,佛山,3,,南海,平层,170.0,0.0
群鑫地产,2,168.0,保利云禧 (距2号线萧岗站约409米) 地图,普通住宅,豪华装修,有,高层,http://esf.gz.fang.com/chushou/3_220723313.htm,2,南北,53571.0,个人产权,白云,4,,白云大道南,,900.0,2015.0
新生活地产,1,77.0,逸景翠园 (距3号线大塘站约1081米) 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_211097554.htm,2,南北,42597.0,个人产权,海珠,3, 逸景第一小学 ,广州大道南,平层,328.0,2002.0
中原地产,2,161.0,汇景新城 地图,普通住宅,精装修,无,低层,http://esf.gz.fang.com/chushou/3_218420480.htm,2,东,62112.0,个人产权,天河,3, 第四十七中汇景实验学校小学部 ,汇景新城社区,,1000.0,2011.0
智富地产,2,109.0,锦绣御景国际 地图,普通住宅,精装修,无,高层,http://esf.gz.fang.com/chushou/3_219252039.htm,2,西北,18165.0,个人产权,增城,3, 增城实验小学 ,荔城大道南,平层,198.0,2014.0
粤地王地产,1,68.0,康乃馨苑 (距1号线坑口站约259米) 地图,普通住宅,豪华装修,有,低层,http://esf.gz.fang.com/chushou/3_220019267.htm,2,南北,24706.0,商品房,荔湾,2, 坑口小学 ,坑口,平层,168.0,2000.0
地旺地产,4,241.0,广悦轩泊爵 地图,,精装修,,低层,http://esf.gz.fang.com/chushou/10_215030897.htm,2,南,24066.0,,增城,5, 增城实验小学 ,荔城大道北,,580.0,2007.0
裕丰地产,1,100.0,德欣小区 (距3号线石牌桥站约463米) 地图,普通住宅,精装修,无,低层,http://esf.gz.fang.com/chushou/3_216023308.htm,2,东,36800.0,个人产权,天河,3, 华康小学 ,岗顶,平层,368.0,1994.0
德诚行地产,0,94.0,肿瘤医院宿舍 (距8号线磨碟沙站约206米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220713147.htm,0,暂无,31915.0,个人产权,海珠,0,,赤岗,,300.0,1998.0
名致地产,2,158.0,锦绣新天地 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_220710099.htm,2,南,16772.0,商品房,增城,4,,新塘南,,265.0,2011.0
粤地王地产,2,72.0,骏雅名庭 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_220196790.htm,2,南,9722.0,商品房,从化,3,,街口中心区,平层,70.0,2005.0
英腾地产,2,127.2,翡翠绿洲森林半岛 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_219905517.htm,2,南,17296.0,个人产权,增城,3,,广园东,平层,220.0,2007.0
裕丰地产,2,80.0,雍翠新城 地图,普通住宅,简装修,有,中层,http://esf.gz.fang.com/chushou/3_214863092.htm,1,南,8125.0,个人产权,广州周边,3,,佛山,,65.0,2019.0
裕丰地产,2,138.0,天河山庄 (距6号线天平架站约896米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220202728.htm,2,南,33333.0,个人产权,天河,4, 侨乐小学 ,沙河,平层,460.0,2000.0
远见地产,4,261.0,星河湾半岛 地图,普通住宅,豪华装修,有,低层,http://esf.gz.fang.com/chushou/3_220640086.htm,2,南北,53640.0,个人产权,番禺,4,,星河湾社区,跃层,1400.0,2013.0
粤大置业,2,34.0,万科海上传奇 (距1号线芳村站约607米) 地图,普通住宅,豪华装修,有,高层,http://esf.gz.fang.com/chushou/3_219159073.htm,2,北,27941.0,个人产权,荔湾,2,,芳村,复式,95.0,2017.0
方圆地产,1,90.0,金沙半岛 地图,豪宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_215937053.htm,1,东南,16667.0,个人产权,广州周边,2,,佛山,平层,150.0,2016.0
华江置业,1,90.0,发现美院 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219846215.htm,2,南北,6222.0,个人产权,广州周边,3,,肇庆,,56.0,2012.0
明洋地产,3,160.0,恒大御景半岛 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_216541918.htm,2,东南,26250.0,个人产权,白云,4,,金沙洲北,平层,420.0,2012.0
中原地产,1,80.0,珠江花园 地图,普通住宅,简装修,有,高层,http://esf.gz.fang.com/chushou/3_220120945.htm,2,南北,30000.0,个人产权,番禺,2,,洛溪,平层,240.0,1998.0
华江置业,1,60.0,蓝天花园 (距2号线白云公园站约779米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_218982948.htm,1,东南,11333.0,个人产权,白云,2,,白云大道南,平层,68.0,2004.0
凯城地产,2,123.0,中海金沙湾 (距6号线沙贝站约1067米) 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_219647165.htm,2,南北,29756.0,个人产权,白云,3,,金沙洲南,平层,366.0,2013.0
融德邦地产,1,68.0,东明园 (距3号线番禺广场站约693米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219812467.htm,2,南,9265.0,个人产权,番禺,2, 市桥德兴小学 ,市桥东,平层,63.0,2000.0
智富地产,1,90.0,锦绣新天地 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_220382798.htm,2,东南,19444.0,个人产权,增城,3,,新塘南,平层,175.0,2011.0
裕丰地产,1,105.05,乐得花园 地图,普通住宅,简装修,有,中层,http://esf.gz.fang.com/chushou/3_218942146.htm,2,北,19039.0,个人产权,白云,3, 黄边小学 ,广花路,,200.0,2000.0
康城,1,73.0,纵横缤城二期 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219899853.htm,2,北,32192.0,个人产权,白云,2,,新市,平层,235.0,2008.0
裕丰地产,2,108.0,盈彩美居 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220723474.htm,2,南北,39630.0,个人产权,天河,3, 盈彩美居小学 ,东圃,平层,428.0,2003.0
裕丰地产,1,54.0,东晓路小区 (距8号线晓港站约1015米) 地图,普通住宅,精装修,无,低层,http://esf.gz.fang.com/chushou/3_220665235.htm,1,南,23148.0,个人产权,海珠,2,,东晓南,平层,125.0,2006.0
粤地王地产,1,78.0,锦绣半山御景 地图,普通住宅,豪华装修,无,中层,http://esf.gz.fang.com/chushou/3_219324850.htm,2,北,15385.0,商品房,增城,2,,挂绿新城,,120.0,2012.0
舒怡嘉地产,3,288.0,南国奥园 (距7号线钟村站约824米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_216616834.htm,2,南北,30556.0,个人产权,番禺,4, 陈涌小学 ,华南,复式,880.0,2006.0
堂正地产,1,73.81,东翠花园 (距8号线中大站约1153米) 地图,普通住宅,豪华装修,有,低层,http://esf.gz.fang.com/chushou/3_220612298.htm,1,南北,43084.0,个人产权,海珠,2,,滨江中,平层,318.0,2003.0
智富地产,1,84.0,合景誉山国际 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_219602828.htm,2,南,15238.0,个人产权,增城,3,,永和,平层,128.0,2012.0
粤地王地产,2,98.0,金湖华庭 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220529643.htm,2,南北,8673.0,个人产权,白云,3,,京溪,,85.0,2008.0
远见地产,2,103.0,诺德中心城 地图,,精装修,无,中层,http://esf.gz.fang.com/chushou/3_220688769.htm,2,南,30874.0,商品房,番禺,3,,华南,,318.0,2011.0
置家地产,2,84.0,万科山景城 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220686454.htm,2,南北,21190.0,个人产权,黄埔,3,,萝岗,,178.0,2017.0
鼎瞻物业,1,53.0,光孝路小区 (距1号线西门口站约244米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_215902143.htm,2,暂无,25472.0,个人产权,越秀,2,,西门口,平层,135.0,2008.0
鸿大行地产,1,64.0,粤信广场 (距8号线赤岗站约343米) 地图,普通住宅,精装修,无,低层,http://esf.gz.fang.com/chushou/3_220387172.htm,2,南北,32812.0,个人产权,海珠,2,,赤岗,平层,210.0,1997.0
壹房置业,1,61.0,祈福新村月明轩 地图,普通住宅,精装修,无,低层,http://esf.gz.fang.com/chushou/3_216405710.htm,2,东北,30492.0,个人产权,番禺,2,,祈福,,186.0,2004.0
誉辉地产,2,102.22,碧桂园豪进左岸 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_215354875.htm,2,南,13207.0,个人产权,增城,3,,荔城,平层,135.0,2018.0
誉辉地产,2,114.0,顺欣花园 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_215548674.htm,2,南北,17105.0,个人产权,增城,3,,新塘北,,195.0,2009.0
万众地产,1,87.0,金碧雅苑 (距2号线黄边站约541米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220499949.htm,1,南北,36782.0,商品房,白云,3,,白云大道北,,320.0,2004.0
誉辉地产,2,106.0,荔富湖畔 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_216499828.htm,2,南北,17925.0,个人产权,增城,3,,朱村,,190.0,2017.0
中原地产,1,90.0,越秀三四里江 (距7号线大学城南站约523米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_216113131.htm,2,南,27778.0,商品房,番禺,3,,大学城,开间,250.0,2015.0
中原地产,2,118.0,融创御园 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220645625.htm,2,南北,16525.0,个人产权,增城,4,,朱村,,195.0,2016.0
置家地产,1,78.0,君华香柏广场(白云) (距3号线支线京溪南方医院站约221米) 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_219313325.htm,2,南北,41026.0,商品房,白云,2, 京溪小学 ,广州大道北,,320.0,2012.0
中原地产,3,171.0,凯旋门 (距9号线花都广场约1148米) 地图,普通住宅,豪华装修,有,低层,http://esf.gz.fang.com/chushou/3_214649127.htm,2,暂无,25146.0,个人产权,花都,4,,新区,平层,430.0,2009.0
德诚行地产,2,88.0,育龙居 (距6号线植物园站约365米) 地图,普通住宅,简装修,有,低层,http://esf.gz.fang.com/chushou/3_220634973.htm,2,东南,30682.0,商品房,天河,3, 龙洞小学 ,龙洞,,270.0,2000.0
智富地产,1,125.0,富鹏菜园路小区 地图,普通住宅,中装修,无,高层,http://esf.gz.fang.com/chushou/3_220345764.htm,2,南,7744.0,商品房,增城,4,,荔城大道北,平层,96.8,2001.0
华江置业,1,87.0,金菊苑 (距2号线广州火车站约833米) 地图,普通住宅,简装修,无,中层,http://esf.gz.fang.com/chushou/3_220383664.htm,2,暂无,27000.0,个人产权,越秀,2,,解放北,平层,234.9,2002.0
利亚地产,3,210.0,多宝路小区 (距1号线长寿路站约605米) 地图,普通住宅,精装修,无,低层,http://esf.gz.fang.com/chushou/3_220723307.htm,3,南北,40952.0,个人产权,荔湾,9, 蒋光鼐纪念小学 西关培正小学 詹天佑小学 ,西关,,860.0,1996.0
,2,125.0,广州雅居乐花园雅逸庭 (距7号线员岗站约708米) 地图,,精装修,无,低层,http://esf.gz.fang.com/chushou/3_220556344.htm,2,西南,33600.0,商品房,番禺,3, 南村中心小学 雅居乐小学 ,广州雅居乐,,420.0,2004.0
佳悦地产,2,166.0,芳草阁 (距1号线农讲所站约289米) 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_219225224.htm,2,东南,50000.0,个人产权,越秀,4,,农讲所,平层,830.0,0.0
群鑫地产,1,80.0,万科金色里程 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220150101.htm,1,南,15000.0,商品房,广州周边,3,,佛山,平层,120.0,0.0
堂正地产,1,86.0,松园大厦 (距2号线江南西站约553米) 地图,普通住宅,豪华装修,有,低层,http://esf.gz.fang.com/chushou/3_220531788.htm,2,暂无,44186.0,个人产权,海珠,3, 万松园小学 宝玉直小学 ,前进路,平层,380.0,1999.0
远见地产,2,99.0,南浦海滨花园 (距2号线南浦站约427米) 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_218981857.htm,2,东南,29798.0,商品房,番禺,3,,南浦,平层,295.0,2003.0
钜东地产,1,82.0,富力伯爵山 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_218630945.htm,2,南,16951.0,个人产权,南沙,2,,金洲,,139.0,2016.0
誉辉地产,2,97.0,中航城花园 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_215392405.htm,2,南,16701.0,个人产权,增城,4,,朱村,复式,162.0,2018.0
粤地王地产,1,85.0,万科金色梦想 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_220331317.htm,2,东南,23294.0,商品房,黄埔,3, 萝峰小学 ,萝岗,平层,198.0,2015.0
,2,143.0,珠江太阳城广场 (距5号线潭村站约823米) 地图,普通住宅,简装修,有,中层,http://esf.gz.fang.com/chushou/3_219164094.htm,2,东南,68531.0,个人产权,天河,3,,珠江新城东,平层,980.0,2006.0
纵博置业,1,58.5,牛乳基小区 (距1号线烈士陵园站约408米) 地图,普通住宅,豪华装修,无,高层,http://esf.gz.fang.com/chushou/3_220503907.htm,2,东南,57265.0,个人产权,越秀,3, 东川路小学 ,东川路,平层,335.0,1999.0
粤地王地产,1,63.0,机关村 (距5号线大沙地站约217米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220609708.htm,2,南北,11429.0,个人产权,黄埔,2, 港湾小学 ,大沙地,平层,72.0,2000.0
粤地王地产,2,102.0,颐和盛世 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_220493668.htm,2,南北,7843.0,商品房,花都,3,,炭步,平层,80.0,2015.0
凯城地产,2,123.0,万科四季花城 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220540149.htm,2,南北,22764.0,商品房,白云,3,,金沙洲南,平层,280.0,2004.0
德诚行地产,3,262.0,金海湾 (距8号线鹭江站约1152米) 地图,普通住宅,豪华装修,有,低层,http://esf.gz.fang.com/chushou/3_219626645.htm,2,南北,57252.0,个人产权,海珠,4,,滨江东,,1500.0,2003.0
誉辉地产,2,179.0,碧桂园东湖1号 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_213576193.htm,2,南北,15922.0,个人产权,增城,3,,荔城,,285.0,2016.0
爱回家置业,2,143.0,美林湖国际社区 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_214848788.htm,2,南北,10000.0,个人产权,花都,3,,美林湖,平层,143.0,2007.0
新置业房产,2,96.0,荔新大道小区 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220719147.htm,2,南北,6979.0,个人产权,番禺,3,,石碁,,67.0,2001.0
名致地产,1,77.0,锦绣天伦花园 (距13号线官湖站约1085米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219569407.htm,2,南,20649.0,商品房,增城,2, 新塘镇第二小学 甘泉小学 ,新塘南,,159.0,2013.0
融德邦地产,2,89.0,华园新村 (距2号线三元里站约548米) 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_218950548.htm,2,南,12921.0,个人产权,白云,3, 三元里小学 ,三元里,平层,115.0,1995.0
誉辉地产,1,85.0,西福蓝湾 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_215548712.htm,2,南北,14353.0,个人产权,增城,3,,朱村,,122.0,2017.0
中原地产,2,125.0,富力广场 (距5号线中山八站约622米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_218687445.htm,2,东南,46400.0,个人产权,荔湾,3,,中山八,,580.0,2000.0
中原地产,2,96.29,元邦明月星辉 (距1号线长寿路站约375米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220028009.htm,2,南北,83082.0,个人产权,荔湾,4, 乐贤坊小学 耀华小学 ,西关,,800.0,2011.0
群联地产,1,58.0,今日丽舍 (距3号线大石站约845米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_214413635.htm,2,北,26724.0,个人产权,番禺,2, 大石中心小学 ,大石,,155.0,2004.0
远见地产,3,180.0,星河湾海怡半岛 地图,,豪华装修,无,中层,http://esf.gz.fang.com/chushou/3_220715553.htm,2,南北,43667.0,商品房,番禺,3,,星河湾社区,,786.0,2013.0
德乐地产,1,99.0,东风西路小区 (距1号线陈家祠站约879米) 地图,普通住宅,简装修,有,高层,http://esf.gz.fang.com/chushou/3_215703967.htm,1,暂无,33333.0,个人产权,越秀,3, 东风西路小学东风西校区 八一希望学校 广雅小学 华侨小学 ,农讲所,平层,330.0,2002.0
禧汇置业,1,80.0,金地香山湖 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_220560202.htm,2,北,11000.0,商品房,增城,2,,新塘南,,88.0,2016.0
裕丰地产,1,65.0,先烈中路81号大院 (距6号线黄花岗站约140米) 地图,普通住宅,精装修,无,高层,http://esf.gz.fang.com/chushou/3_220224392.htm,2,东南,52308.0,个人产权,越秀,2, 黄花小学 先烈中路小学 ,黄花岗,,340.0,2000.0
德诚行地产,1,77.0,金影花园 (距8号线客村站约354米) 地图,普通住宅,简装修,有,中层,http://esf.gz.fang.com/chushou/3_220554356.htm,1,东北,36364.0,个人产权,海珠,2,,客村,平层,280.0,1998.0
铖安信地产,2,89.0,明桂苑 (距广佛线沙涌站约845米) 地图,普通住宅,简装修,有,低层,http://esf.gz.fang.com/chushou/3_209564092.htm,2,南北,16854.0,个人产权,荔湾,3,,花地湾,,150.0,1999.0
中原地产,4,142.0,花都雅居乐二期别墅 (距9号线马鞍山公园约379米) 地图,,豪华装修,,低层,http://esf.gz.fang.com/chushou/10_218249906.htm,2,南,52817.0,,花都,4,,新区,,750.0,2005.0
中祈地产,1,104.0,广州亚运城运动员村 (距4号线海傍站约1198米) 地图,普通住宅,简装修,无,高层,http://esf.gz.fang.com/chushou/3_214711485.htm,1,南,23077.0,商品房,番禺,2,,亚运城,平层,240.0,2009.0
Q房网,2,96.0,雅居乐锦官城星汇 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_220369050.htm,2,南,25000.0,个人产权,番禺,3,,市桥西,平层,240.0,2011.0
群鑫地产,1,38.0,宝翠园 (距6号线植物园站约342米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220545381.htm,2,东南,40000.0,个人产权,天河,2, 龙洞小学 ,龙洞,平层,152.0,2015.0
名致地产,2,83.0,现代城市花园 (距13号线新塘站约333米) 地图,普通住宅,豪华装修,有,低层,http://esf.gz.fang.com/chushou/3_220710106.htm,2,东北,23133.0,商品房,增城,2,,新塘北,,192.0,2006.0
连家地产,2,173.0,山水庭苑 地图,普通住宅,豪华装修,有,高层,http://esf.gz.fang.com/chushou/3_220700457.htm,2,南北,28902.0,个人产权,白云,3,,南湖,平层,500.0,2010.0
誉辉地产,2,130.0,时代天启 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_215548663.htm,2,南北,15269.0,个人产权,增城,4,,荔城大道北,,198.5,
星海地产,1,67.0,和辉花园 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_218138179.htm,2,西,34030.0,个人产权,海珠,2,,广州大道南,平层,228.0,1999.0
中祈地产,1,93.0,尚上名筑 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_215417907.htm,2,南,23656.0,个人产权,番禺,3, 石楼中心小学 ,石楼,平层,220.0,2016.0
文凤地产,5,389.0,碧桂园假日半岛翠山湖畔 地图,,简装修,,低层,http://esf.gz.fang.com/chushou/10_218775348.htm,2,南,19537.0,,花都,6,,山前大道,,760.0,2006.0
中原地产,3,137.0,深航御花园 (距9号线马鞍山公园约860米) 地图,普通住宅,毛坯,有,低层,http://esf.gz.fang.com/chushou/3_220477625.htm,2,东南,32847.0,个人产权,花都,4,,新区,平层,450.0,2013.0
粤地王地产,1,78.0,美心花园 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_220162926.htm,2,南北,10897.0,商品房,番禺,3, 石岗小学 ,石碁,平层,85.0,2003.0
远见地产,2,80.0,海怡花园 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219650384.htm,2,南北,28750.0,个人产权,番禺,3, 番禺区红郡小学 ,大石,,230.0,2000.0
金房地产,1,88.0,翡翠绿洲森林半岛 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_215503206.htm,2,东,20455.0,个人产权,增城,3,,广园东,平层,180.0,2007.0
蜗居地产,2,93.0,广州富力城 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_211593179.htm,2,南北,37634.0,个人产权,白云,4,,广花路,平层,350.0,2008.0
德诚行地产,3,176.0,岭南新世界 (距2号线嘉禾望岗站约798米) 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_220723249.htm,2,南北,45455.0,个人产权,白云,5, 华师附中实验小学 ,白云大道北,,800.0,2000.0
远见地产,2,103.0,自在城市花园 地图,普通住宅,中装修,有,中层,http://esf.gz.fang.com/chushou/3_220362569.htm,2,暂无,26699.0,个人产权,番禺,3, 番禺区里仁洞小学 ,华南,平层,275.0,2005.0
东标地产,2,105.0,东怡新区东信园 (距3号线番禺广场站约815米) 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_213701598.htm,2,西,23810.0,个人产权,番禺,3,,石碁,,250.0,2002.0
裕丰地产,2,110.0,华农六一区宿舍 (距3号线五山站约843米) 地图,普通住宅,简装修,无,中层,http://esf.gz.fang.com/chushou/3_219379106.htm,2,南北,66364.0,个人产权,天河,3, 五山小学 ,五山,平层,730.0,1983.0
美联物业,1,72.0,嘉和苑 (距1号线陈家祠站约897米) 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_191069927.htm,1,南,51389.0,个人产权,越秀,3, 八一希望学校 ,东风东,平层,370.0,1999.0
